Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Amber Bearing Stone (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Amber Bearing Stone (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Amber Bearing Stone (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Cinnabar Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Cinnabar Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Cinnabar Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Cinnabar Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Cinnabar Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Cinnabar Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Amber Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Amber Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Amber Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Amber Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Amber Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Amber Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Malachite Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Malachite Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Malachite Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Malachite Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Malachite Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Malachite Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Peridot Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Peridot Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Peridot Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Peridot Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Peridot Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Peridot Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Sapphire Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Sapphire Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Sapphire Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Sapphire Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Sapphire Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Sapphire Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Tanzanite Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Tanzanite Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Tanzanite Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Tanzanite Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Tanzanite Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Tanzanite Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Topaz Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Topaz Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Topaz Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Topaz Ore (Stone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Topaz Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit - Topaz Ore (Limestone§r)
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Crude Oil
chiselsandbits:block_bit:0, Chiseled Bit - Destabilized Redstone
chiselsandbits:block_bit:0, Chiseled Bit - Energized Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Resonant Ender
chiselsandbits:block_bit:0, Chiseled Bit - Blazing Pyrotheum
chiselsandbits:block_bit:0, Chiseled Bit - Gelid Cryotheum
chiselsandbits:block_bit:0, Chiseled Bit - Zephyrean Aerotheum
chiselsandbits:block_bit:0, Chiseled Bit - Tectonic Petrotheum
chiselsandbits:block_bit:0, Chiseled Bit - Primal Mana
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Amber
chiselsandbits:block_bit:0, Chiseled Bit - Biomass
chiselsandbits:block_bit:0, Chiseled Bit - Crystallized Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Experience
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Oxygen
chiselsandbits:block_bit:0, Chiseled Bit - Hydrogen
chiselsandbits:block_bit:0, Chiseled Bit - Deuterium
chiselsandbits:block_bit:0, Chiseled Bit - Tritium
chiselsandbits:block_bit:0, Chiseled Bit - Helium-3
chiselsandbits:block_bit:0, Chiseled Bit - Helium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron-10
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron-11
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium-6
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium-7
chiselsandbits:block_bit:0, Chiseled Bit - Molten Ferroboron
chiselsandbits:block_bit:0, Chiseled Bit - Molten Tough Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Molten Hard Carbon
chiselsandbits:block_bit:0, Chiseled Bit - Molten Beryllium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Manganese
chiselsandbits:block_bit:0, Chiseled Bit - Molten Manganese Dioxide
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sulfur
chiselsandbits:block_bit:0, Chiseled Bit - Molten Arsenic
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Helium
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Nitrogen
chiselsandbits:block_bit:0, Chiseled Bit - Plasma
chiselsandbits:block_bit:0, Chiseled Bit - Neutron Fluid
chiselsandbits:block_bit:0, Chiseled Bit - Ethanol
chiselsandbits:block_bit:0, Chiseled Bit - Methanol
chiselsandbits:block_bit:0, Chiseled Bit - RadAway Fluid
chiselsandbits:block_bit:0, Chiseled Bit - Slow-Acting RadAway Fluid
chiselsandbits:block_bit:0, Chiseled Bit - Nitrogen
chiselsandbits:block_bit:0, Chiseled Bit - Fluorine
chiselsandbits:block_bit:0, Chiseled Bit - Carbon Dioxide
chiselsandbits:block_bit:0, Chiseled Bit - Carbon Monoxide
chiselsandbits:block_bit:0, Chiseled Bit - Ethylene
chiselsandbits:block_bit:0, Chiseled Bit - Fluoromethane
chiselsandbits:block_bit:0, Chiseled Bit - Ammonia
chiselsandbits:block_bit:0, Chiseled Bit - Oxygen Difluoride
chiselsandbits:block_bit:0, Chiseled Bit - Diborane
chiselsandbits:block_bit:0, Chiseled Bit - Sulfur Dioxide
chiselsandbits:block_bit:0, Chiseled Bit - Sulfur Trioxide
chiselsandbits:block_bit:0, Chiseled Bit - Hydrofluoric Acid
chiselsandbits:block_bit:0, Chiseled Bit - Boric Acid
chiselsandbits:block_bit:0, Chiseled Bit - Sulfuric Acid
chiselsandbits:block_bit:0, Chiseled Bit - Boron Nitride Solution
chiselsandbits:block_bit:0, Chiseled Bit - Fluorite Water
chiselsandbits:block_bit:0, Chiseled Bit - Calcium Sulfate Solution
chiselsandbits:block_bit:0, Chiseled Bit - Sodium Fluoride Solution
chiselsandbits:block_bit:0, Chiseled Bit - Potassium Fluoride Solution
chiselsandbits:block_bit:0, Chiseled Bit - Sodium Hydroxide Solution
chiselsandbits:block_bit:0, Chiseled Bit - Potassium Hydroxide Solution
chiselsandbits:block_bit:0, Chiseled Bit - Borax Solution
chiselsandbits:block_bit:0, Chiseled Bit - Corium
chiselsandbits:block_bit:0, Chiseled Bit - Chocolate Liquor
chiselsandbits:block_bit:0, Chiseled Bit - Cocoa Butter
chiselsandbits:block_bit:0, Chiseled Bit - Molten Unsweetened Chocolate
chiselsandbits:block_bit:0, Chiseled Bit - Molten Dark Chocolate
chiselsandbits:block_bit:0, Chiseled Bit - Molten Milk Chocolate
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sugar
chiselsandbits:block_bit:0, Chiseled Bit - Molten Gelatin
chiselsandbits:block_bit:0, Chiseled Bit - Hydrated Gelatin
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Marshmallow
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium Fluoride
chiselsandbits:block_bit:0, Chiseled Bit - Molten Beryllium Fluoride
chiselsandbits:block_bit:0, Chiseled Bit - Molten FLiBe Salt Mixture
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sodium Hydroxide
chiselsandbits:block_bit:0, Chiseled Bit - Molten Potassium Hydroxide
chiselsandbits:block_bit:0, Chiseled Bit - High Pressure Steam
chiselsandbits:block_bit:0, Chiseled Bit - Exhaust Steam
chiselsandbits:block_bit:0, Chiseled Bit - Low Pressure Steam
chiselsandbits:block_bit:0, Chiseled Bit - Low Quality Steam
chiselsandbits:block_bit:0, Chiseled Bit - Preheated Water
chiselsandbits:block_bit:0, Chiseled Bit - Condensate Water
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sodium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Potassium
chiselsandbits:block_bit:0, Chiseled Bit - Eutectic NaK Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Hot Eutectic NaK Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron Arsenide
chiselsandbits:block_bit:0, Chiseled Bit - Silicon Carbide Vapor
chiselsandbits:block_bit:0, Chiseled Bit - Molten Alugentum
chiselsandbits:block_bit:0, Chiseled Bit - Molten Alumina
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Stygian Acid
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:tape_measure, Tape Measure
chiselsandbits:bittank, Chiseled Fluid Bit Tank
chiselsandbits:chiseled_wood, Chiseled Wood
chiselsandbits:chiseled_rock, Chiseled Rock
chiselsandbits:chiseled_iron, Chiseled Metal
chiselsandbits:chiseled_cloth, Chiseled Cloth
chiselsandbits:chiseled_ice, Chiseled Ice
chiselsandbits:chiseled_packedice, Chiseled Packed Ice
chiselsandbits:chiseled_clay, Chiseled Clay
chiselsandbits:chiseled_glass, Chiseled Glass
chiselsandbits:chiseled_sand, Chiseled Sand
chiselsandbits:chiseled_ground, Chiseled Ground
chiselsandbits:chiseled_grass, Chiseled Grass
chiselsandbits:chiseled_snow, Chiseled Snow
chiselsandbits:chiseled_fluid, Chiseled Fluid
chiselsandbits:chiseled_leaves, Chiseled Leaves
cyclicmagic:nether_redstone_ore, Nether Redstone Ore
cyclicmagic:nether_iron_ore, Nether Iron Ore
cyclicmagic:nether_gold_ore, Nether Gold Ore
cyclicmagic:nether_coal_ore, Nether Coal Ore
cyclicmagic:nether_lapis_ore, Nether Lapis Ore
cyclicmagic:nether_emerald_ore, Nether Emerald Ore
cyclicmagic:nether_diamond_ore, Nether Diamond Ore
cyclicmagic:end_redstone_ore, End Redstone Ore
cyclicmagic:end_coal_ore, End Coal Ore
cyclicmagic:end_lapis_ore, End Lapis Ore
cyclicmagic:end_emerald_ore, End Emerald Ore
cyclicmagic:end_diamond_ore, End Diamond Ore
cyclicmagic:end_gold_ore, End Gold Ore
cyclicmagic:end_iron_ore, End Iron Ore
cyclicmagic:fluid_drain, Fluid Collector
cyclicmagic:crystallized_amber, Crystallized Amber
cyclicmagic:crystallized_obsidian, Crystallized Obsidian
cyclicmagic:emerald_helmet, Emerald Helmet
cyclicmagic:emerald_chestplate, Emerald Chestplate
cyclicmagic:emerald_leggings, Emerald Leggings
cyclicmagic:emerald_boots, Emerald Boots
cyclicmagic:emerald_sword, Emerald Sword
cyclicmagic:emerald_pickaxe, Emerald Pickaxe
cyclicmagic:emerald_axe, Emerald Axe
cyclicmagic:emerald_spade, Emerald Shovel
cyclicmagic:emerald_hoe, Emerald Hoe
cyclicmagic:purple_boots, Crystallized Obsidian Boots
cyclicmagic:purple_leggings, Crystallized Obsidian Leggings
cyclicmagic:purple_chestplate, Crystallized Obsidian Chestplate
cyclicmagic:purple_helmet, Crystallized Obsidian Helmet
cyclicmagic:crystal_pickaxe, Crystal Pickaxe
cyclicmagic:crystal_axe, Crystal Axe
cyclicmagic:crystal_spade, Crystal Shovel
cyclicmagic:crystal_hoe, Crystal Hoe
cyclicmagic:crystal_sword, Crystal Sword
cyclicmagic:glowing_helmet, Vision Helmet
cyclicmagic:sword_weakness, Sword of Atrophy
cyclicmagic:sword_slowness, Sword of Decay
cyclicmagic:sword_ender, Sword of Evasion
cyclicmagic:netherbrick_pickaxe, Nether Pickaxe
cyclicmagic:netherbrick_axe, Nether Axe
cyclicmagic:netherbrick_spade, Nether Shovel
cyclicmagic:netherbrick_hoe, Nether Hoe
cyclicmagic:sandstone_pickaxe, Sandstone Pickaxe
cyclicmagic:sandstone_axe, Sandstone Axe
cyclicmagic:sandstone_spade, Sandstone Shovel
cyclicmagic:sandstone_hoe, Sandstone Hoe
cyclicmagic:sandstone_sword, Sandstone Sword
cyclicmagic:chest_sack, Sack of Holding
cyclicmagic:chest_sack_empty, Empty Sack of Holding
cyclicmagic:storage_bag, Storage Bag
cyclicmagic:ender_pearl_reuse, Ender Orb
cyclicmagic:ender_pearl_mounted, Ender Orb Translocator
cyclicmagic:tool_harvest_weeds, Brush Scythe
cyclicmagic:tool_harvest_crops, Garden Scythe
cyclicmagic:tool_harvest_leaves, Tree Scythe
cyclicmagic:tool_swap, Standard Exchange Scepter
cyclicmagic:tool_swap_match, Gentle Exchange Scepter
cyclicmagic:dynamite_safe, Combat Dynamite
cyclicmagic:dynamite_mining, Mining Dynamite
cyclicmagic:horse_upgrade_type, Infected Carrot
cyclicmagic:horse_upgrade_variant, Lapis Carrot
cyclicmagic:horse_upgrade_health, Diamond Carrot
cyclicmagic:horse_upgrade_speed, Redstone Carrot
cyclicmagic:horse_upgrade_jump, Ender Carrot
cyclicmagic:heart_food, Heart Container
cyclicmagic:heart_toxic, Empty Heart Container
cyclicmagic:fire_starter, Fire Starter
cyclicmagic:fire_dark_anim, Duskflame Essence
cyclicmagic:ender_blaze, Duskflame Hex
cyclicmagic:fire_frost, Frost Fire
cyclicmagic:fire_dark, Dark Fire
cyclicmagic:plate_launch_med, Slime Plate
cyclicmagic:plate_launch_small, Soft Slime Plate
cyclicmagic:plate_launch_large, Hardened Slime Plate
cyclicmagic:plate_launch_extra, Extreme Slime Plate
cyclicmagic:plate_push, Conveyor Belt
cyclicmagic:plate_push_corner, Conveyor Belt Corner
cyclicmagic:plate_push_med_angle, Conveyor Belt Ramp
cyclicmagic:plate_push_fast, Fast Conveyor Belt
cyclicmagic:plate_push_fast_corner, Fast Conveyor Belt Corner
cyclicmagic:plate_push_fast_angle, Fast Conveyor Belt Ramp
cyclicmagic:plate_push_slow, Slow Conveyor Belt
cyclicmagic:plate_push_slow_corner, Slow Conveyor Belt Corner
cyclicmagic:plate_push_slow_angle, Slow Conveyor Belt Ramp
cyclicmagic:plate_push_slowest, Slowest Conveyor Belt
cyclicmagic:plate_push_slowest_corner, Slowest Conveyor Belt Corner
cyclicmagic:plate_push_slowest_angle, Slowest Conveyor Belt Ramp
cyclicmagic:wireless_transmitter, Wireless Transmitter
cyclicmagic:wireless_receiver, Wireless Receiver
cyclicmagic:spikes_iron, Iron Spikes
cyclicmagic:spikes_diamond, Diamond Spikes
cyclicmagic:peat_biomass, Biomass
cyclicmagic:peat_fuel, Peat
cyclicmagic:peat_fuel_enriched, Enriched Peat
cyclicmagic:peat_unbaked, Dry Peat Bog
cyclicmagic:peat_baked, Saturated Peat Deposit
cyclicmagic:peat_generator, Peat-fired Generator
cyclicmagic:peat_farm, Peat Farmer
cyclicmagic:cable_wireless, Item Transfer Node
cyclicmagic:cable_wireless_energy, Energy Transfer Node
cyclicmagic:cable_wireless_fluid, Fluid Transfer Node
cyclicmagic:block_fragile, Fragile Scaffolding
cyclicmagic:block_fragile_auto, Responsive Scaffolding
cyclicmagic:block_fragile_weak, Replaceable Scaffolding
cyclicmagic:item_pipe_sort, Item Sorter
cyclicmagic:item_pipe, Item Cable
cyclicmagic:item_pump, Item Extraction Cable
cyclicmagic:energy_pipe, Energy Cable
cyclicmagic:energy_pump, Energy Extraction Cable
cyclicmagic:fluid_pipe, Fluid Cable
cyclicmagic:fluid_pump, Fluid Extraction Cable
